Адрес|Статус|Кадастровый номер|GUID дома|GUID ФИАС|ОКТМО|Способ управления|ОГРН УО|Управляющая организация|Тип дома|Состояние|Общая площадь|Жилая площадь|Дата сноса|Помещений всего|КВ|НЖ|ММ|ОИ|ЛК|ЧКВ|ERR|Квартир с комнатами
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 1, литер А|МКД|78:40:0850609:18|ba9b4960-c038-46ad-a226-b7b79e3ac23e|23eede86-d46d-4aff-abec-04d8b7002d93|40358000|Не выбран|||Жилой|Исправный|46.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 20, литер А|МКД|78:40:0850602:29|83f31262-79bb-476e-a668-e57dfccf2506|fb789b3d-3cf0-41aa-9762-f68e6a757bb1|40358000|Не выбран|||Жилой|Исправный|99.7000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 23, литер А|МКД|78:40:0850601:37|5a15f5c6-8422-4255-a459-db3083f2ba7a|be1e23ac-47a6-4c03-aba6-b6cdb5fd062f|40358000|Не выбран|||Жилой|Исправный|33.7000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 24/2, литер А|МКД|78:40:0850602:32|2e7af9e7-cedd-447b-b510-0bda6fbc6a79|aeb00d35-ea19-4858-a069-379fee30ec89|40358000|Не выбран|||Жилой|Исправный|246.0000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 25, литер А|МКД|78:40:0850601:47|4f8e3fd8-f59d-4056-86ef-b2af784d0546|f885efbf-d3c6-4403-ad2b-01927b70981f|40358000|Не выбран|||Жилой|Исправный|176.6000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 26, литер А|МКД|78:40:0850604:44|b9cdd1c1-b4b9-48fe-b29c-f5c13d64d45d|b6ca7817-5c99-4aab-99e3-7b18f731ce76|40358000|Не выбран|||Жилой|Исправный|35.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 27, литер А|МКД|78:40:0850601:28|c3c3a2e0-157d-4a75-865a-f87bb22e2a46|2e381a1d-1fad-4794-a34c-d9d6b00bb4aa|40358000|Не выбран|||Жилой|Исправный|35.2000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 28, литер А|МКД|78:40:0850604:49|129f3b97-0777-4919-b77b-714af2b37c17|c5b64f50-f059-4347-925d-f95c15bb0819|40358000|Не выбран|||Жилой|Исправный|61.0000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 29, литер А|МКД|78:40:0850601:39|2ad80f25-0821-4e2b-9cbb-f8e4e3776e8d|36c79ad8-b714-4cb5-8a1d-e43b25356e8a|40358000|Не выбран|||Жилой|Исправный|88.4000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 2, литер А|МКД|78:40:0850602:27|a88547e4-aeb4-4dbd-a553-9f88221e60f0|d54ecd2e-d4f1-449a-b704-b40cfaec88da|40358000|Не выбран|||Жилой|Исправный|174.2000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 30, литер А|МКД|78:40:0850604:45|3237f523-89b5-4d06-8cd4-7a01ffab8fb3|db9b51ef-d9d4-4acb-be12-982064e304d9|40358000|Не выбран|||Жилой|Исправный|36.7000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 31, литер А|МКД|78:40:0850601:40|e9ac819e-099d-47f3-b81f-8df3a56c2e05|f26d67e0-be73-4b10-9930-fef21506fc48|40358000|Не выбран|||Жилой|Исправный|67.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 32, литер А|МКД|78:40:0850604:50|184a1aa8-d03c-418a-a242-c4e7fa504640|da59d763-6377-493e-a44b-b8f1f50f306c|40358000|Не выбран|||Жилой|Исправный|35.7000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 33, литер А|МКД|78:40:0850601:29|c3e9a4c7-6da4-4afa-8971-18f53e8bf3a3|1c46a6ea-891e-4406-a939-2b7816e504c2|40358000|Не выбран|||Жилой|Исправный|56.3000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 34, литер А|МКД|78:40:0850604:51|63a77c3f-3fd8-4d29-8774-0ab73df5897c|0f32a0d5-3baa-45b8-8e5d-827bb24984af|40358000|Не выбран|||Жилой|Исправный|29.5000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 34, литер Б|МКД|78:40:0850604:52|1c5fbb5b-5754-4134-8db7-150098103e95|d74db6cb-7c78-4f82-a687-7a5bf4fba265|40358000|Не выбран|||Жилой|Исправный|142.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 35, литер А|МКД|78:40:0850601:30|3018aac0-58e7-41f8-87a4-8f39ca94a847|06371193-fbfd-42c4-921b-a218fcd33e7f|40358000|Не выбран|||Жилой|Исправный|58.5000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 36, литер А|МКД|78:40:0850604:48|cb1d4355-8ca5-4bd3-bab5-2d4686a6591b|671fcdc0-a912-438d-bb87-b8639dd29385|40358000|Не выбран|||Жилой|Исправный|52.7000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 38, литер А|МКД|78:40:0850604:47|3332b50b-fd9c-4a96-bb01-c9031050d4c9|a18a8608-72d5-4bad-b2a7-0f82fb49b3f1|40358000|Не выбран|||Жилой|Исправный|58.5000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 40, литер А|МКД|78:40:0850604:42|633597cf-b334-40ea-9273-08b2832366c7|52fb2da6-3223-4f49-aa66-0ecd6da62bd5|40358000|Не выбран|||Жилой|Исправный|49.6000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 41, литер А|МКД|78:40:0850601:33|d940400a-4312-4582-aab3-1bcd7cb7a86c|69afec43-735e-47e1-b6a0-7cfe56dd5c0e|40358000|Не выбран|||Жилой|Исправный|68.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 42, литер А|МКД|78:40:0850604:33|63ebc241-9254-494c-bcd7-c10571d53f0b|5e09d2b1-d8ae-4cc5-a679-8d05de4793ea|40358000|Не выбран|||Жилой|Исправный|143.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 43, литер А|МКД|78:40:0850601:32|61e44b7f-ff25-4898-9bbc-c38713d4ed9c|fa3b1888-deb8-4b15-bbfb-af01b9b9ab80|40358000|Не выбран|||Жилой|Исправный|46.1000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 44, литер А|МКД|78:40:0850604:53|228c2c43-1bef-4a4e-9532-962bead2efaf|f6a771f6-4132-4bc9-b6f8-11ebd836564e|40358000|Не выбран|||Жилой|Исправный|49.7000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 45, литер А|МКД|78:40:0850601:19|5949a04f-6761-4366-acd1-34483504116f|7d44dfdd-8656-4c56-825e-acc1f3dab740|40358000|Не выбран|||Жилой|Исправный|137.1000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 46, литер А|МКД|78:40:0850604:35|17aed2dc-d1f4-4f3b-a027-2fc0a8510f6c|4b562741-bbde-46a9-9393-8aadce4b7d8b|40358000|Не выбран|||Жилой|Исправный|190.5000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 47, литер А|МКД|78:40:0850601:31|681e06ae-9e59-4a38-b648-cba172f64bf4|9083dfd1-5b6a-4ca1-ad3b-4cac393da73a|40358000|Не выбран|||Жилой|Исправный|177.3000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 4, литер А|МКД|78:40:0850602:38|b5129e1f-68b4-40f9-9afd-a2b9f3c37510|e118190e-c60c-4654-b6a1-c436524cd0ac|40358000|Не выбран|||Жилой|Исправный|35.0000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 5, литер А|МКД|78:40:0850609:21|f3f7cec9-95a4-4f44-8eb6-a0a4f61f9644|bd9789b9-4fa7-4578-8dfc-82321a1d2fa8|40358000|Не выбран|||Жилой|Исправный|255.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 6, литер А|МКД|78:40:0850602:30|f06e465d-e8ad-4240-80cf-48b5738e0abc|d1b545eb-4fe1-4244-9acf-1fb976964739|40358000|Не выбран|||Жилой|Исправный|239.3000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 7, литер А|МКД|78:40:0850609:15|3c896675-c87f-433b-a402-025283a21745|5339b3e9-9c1f-41a4-af58-744d823fe52c|40358000|Не выбран|||Жилой|Исправный|88.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 8, литер А|МКД|78:40:0850602:51|186b9164-4006-4642-b43e-695d7a3a596f|2ea95249-6c9a-4b09-aeb6-c7d4cf3e7ed5|40358000|Не выбран|||Жилой|Исправный|112.0000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Паровозная, д. 9, литер А|МКД||cfa77d9d-b970-4440-a14c-f4c8a9671aa3|ed1aa94c-afe4-4b57-98d7-cf5b421937b1|40358000|Не выбран|||Жилой|Исправный|39.5000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 10, литер А|МКД|78:40:0851604:1012|4e0b72a9-7a09-42d0-87a4-c83d9df58978|8b2eacf4-fe2a-49c8-9aba-95a8eed1bd4a|40358000|Не выбран|||Жилой|Исправный|165.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 11, литер А|МКД|78:40:0851601:18|fbb443b5-6592-48fb-8059-27ab693690b7|7a1dfa20-52e1-43dd-afe9-b6b9c0566774|40358000|Не выбран|||Жилой|Исправный|50.3000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 12а, литер А|МКД|78:40:0851604:1021|00dac4e0-a1fd-4b78-894d-68f2303749a0|bf7142f9-5a6f-428e-bfcd-ef51b914b78b|40358000|Не выбран|||Жилой|Исправный|44.2000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 13, литер А|МКД|78:40:0851605:22|827bd4b1-305f-42a8-a0fa-e26105855146|b4598b75-f813-4119-9aa6-031dd3487070|40358000|Не выбран|||Жилой|Исправный|54.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 15, литер А|МКД|78:40:0851605:38|b6ddfcde-8b4a-4122-b701-9454c58dc2c5|81009c52-e3af-480a-85ee-a3ba82d60853|40358000|Не выбран|||Жилой|Исправный|142.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 17, корп. 3, литер А|МКД|78:40:0851605:39|dab44b03-5992-4f7f-b3d1-d6033fec0067|ad02797d-8e80-4ce9-908d-5b228ae889cd|40358000|Не выбран|||Жилой|Исправный|913.0000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 19, литер А|МКД|78:40:0851605:24|015a62b3-2a34-4106-a7a9-39baf3c1ac88|0521fe85-fcc4-4d11-a238-d0b91ce01df5|40358000|Не выбран|||Жилой|Исправный|70.7000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 23, литер А|МКД|78:40:0851605:29|14337722-04c5-4ab9-91d7-b1018dcc0008|adaa0414-048a-4528-aa15-f8db4a0f7669|40358000|Не выбран|||Жилой|Исправный|67.1000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 24, литер А|МКД|78:40:0851703:1014|a7bae413-92b8-4bd9-a0f5-5e464bb91662|cebf8c00-c1e8-47e3-bc3e-fdc20e1b65c8|40358000|Не выбран|||Жилой|Исправный|123.5000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 29, литер А|МКД|78:40:0851702:1002|fcff8c11-1192-4b86-99a3-15448ea3d1d5|d372f34f-2384-4802-8bff-3a988f5617a1|40358000|Не выбран|||Жилой|Исправный|226.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 29, литер Б|МКД|78:40:0851702:1062|fdb28b42-fd73-4244-83b5-c317680334f9|353203b6-2618-4007-8743-e7017f2159e9|40358000|Не выбран|||Жилой|Исправный|95.2000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 4, литер А|МКД|78:40:0851603:2007|fccbbdcb-387d-4de6-af4c-17f5c3d3612c|872c80df-eedc-457e-8aa1-707bc85b1299|40358000|Не выбран|||Жилой|Исправный|67.4000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 5, литер А|МКД|78:40:0851601:16|170acdc3-6bc3-419b-aaf1-9c96457e8026|772ba44b-5454-4e85-8a4f-ef8fabb25b6b|40358000|Не выбран|||Жилой|Исправный|48.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 6, литер А|МКД|78:40:0851603:2015|30b208e6-d774-46bf-8251-bbb1347b1292|76e50547-4b42-4d38-b3f0-ac73370bf000|40358000|Не выбран|||Жилой|Исправный|61.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 7, литер А|МКД|78:40:0851601:17|30166948-7813-4465-abc5-46e70642cf27|e5c2d4ad-2e3c-436b-827c-f2a0fe7c9269|40358000|Не выбран|||Жилой|Исправный|64.2000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 9, корп. 2, литер А|МКД|78:40:0851601:31|bf93c314-133c-4c17-aa9c-cdbc73a992c4|a55d9099-9b7f-4184-8501-1396b64fba79|40358000|Не выбран|||Жилой|Исправный|170.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пролетарская, д. 9, строение 1|МКД|78:40:0851601:32|9faba42a-4596-4b7b-8d96-cc17b27c264e|be32861e-2ef9-444d-b165-9c9798e2f423|40358000|Не выбран|||Жилой|Исправный|291.4000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 10, литер А|МКД|78:40:0850608:1005|96d3bddd-3c0d-4bb7-ac22-a3d7acad392a|bd46a4e3-3087-4188-a56e-c49c1d9d95bc|40358000|Не выбран|||Жилой|Исправный|224.6000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 11, литер А|МКД|78:40:0850603:31|43836e38-3923-4962-8ce9-bd667b4dde63|8ed2a862-7cda-470f-9f56-11870c22e65c|40358000|Не выбран|||Жилой|Исправный|98.3000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 12, литер А|МКД|78:40:0850607:5|8de1e002-7118-41d3-92a5-3a91618328cd|769d3bc9-874d-42aa-a127-32aed1aeb583|40358000|Не выбран|||Жилой|Исправный|224.6000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 13, строение 1|МКД|78:40:0850603:32|b649a14e-fe4b-4eb3-bca3-8950a2de95d4|56b1e322-3935-487f-afbc-d982e7878581|40358000|Не выбран|||Жилой|Исправный|443.1000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 15/6, литер А|МКД|78:40:0850603:23|95287a1a-446e-4733-9944-4e0a05353702|43db1cb9-25e9-45eb-9781-7cd60999603a|40358000|Не выбран|||Жилой|Исправный|122.5000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 17, литер А|МКД|78:40:0850604:31|2a726651-5dcd-4974-8db2-1513d3e33f4e|2eca7b75-0b88-4ec0-ad44-c98100d26cc2|40358000|Не выбран|||Жилой|Исправный|71.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 19, литер А|МКД|78:40:0850604:36|9e42b034-e647-453b-bf0e-3a1600cabff4|6b808f6c-3c33-4bfa-a09b-dd6590d07847|40358000|Не выбран|||Жилой|Исправный|67.3000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 21, литер А|МКД|78:40:0850604:32|28cdf752-dcca-47c5-a4de-0fde7f897065|c47114b3-6b7e-4cd0-b1e2-cdb128c9d257|40358000|Не выбран|||Жилой|Исправный|99.3000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 23, литер А|МКД|78:40:0850604:54|73a08ed4-3482-400d-a897-9d6733f619db|e14c48e0-d458-44ed-9168-d4988ce0d7b2|40358000|Не выбран|||Жилой|Исправный|45.0000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 29, литер А|МКД|78:40:0850604:58|57663cbe-1da9-481b-9424-b4d61d86b41e|25f9f148-6c49-4ea7-b58e-9f0dd56360e2|40358000|Не выбран|||Жилой|Исправный|223.2000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 2, литер А|МКД||e8211e78-29b3-4264-9f0b-a9875cc694a5|b30c8787-a777-4cbf-a38c-199543bc41c2|40358000|Не выбран|||Жилой|Исправный|525.5000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 2, литер Б|МКД|78:40:0850608:1011|9d9b58d5-624f-4409-bb63-cec0533ecee7|8e4bb537-0cd1-4804-aa89-c15083e940c9|40358000|Не выбран|||Жилой|Исправный|209.0000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 31, литер А|МКД|78:40:0850604:43|b7a15758-7b1c-49e8-94d5-7a8d2cc57047|8ac020fd-201b-48d0-b055-4e02e0a7fe02|40358000|Не выбран|||Жилой|Исправный|159.6000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 33, литер А|МКД|78:40:0850604:59|11fa3fb5-d85d-4adb-9d8a-b8e4f7cdd7e2|52df03ce-4c0d-4755-afe5-5bb14ab75fb7|40358000|Не выбран|||Жилой|Исправный|403.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 35, литер А|МКД|78:40:0850604:38|83dae02a-39b3-4ae3-81a3-4fd8a76eef6a|dcad1263-a4bb-4194-a7a9-32f894c15c18|40358000|Не выбран|||Жилой|Исправный|58.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 37, литер А|МКД||dd23c360-8fdb-4107-8e36-53cca1347ef5|5f6e1014-5e91-4912-8df3-873da6aa25d2|40358000|Не выбран|||Жилой|Исправный|66.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 39а, литер А|МКД||62637a06-f695-48ad-aca7-5c42673148d0|f787befc-ebe5-4eee-aea4-8e415a7d7a4e|40358000|Не выбран|||Жилой|Исправный|68.7000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 39, литер А|МКД|78:40:0850604:56|c5b5605a-e68f-401f-a326-262f7a2aa317|a17dd1b4-30e0-4a2f-915a-3e3041c2c32a|40358000|Не выбран|||Жилой|Исправный|35.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 3, литер А|МКД|78:40:0850603:15|fc0be351-5ffa-4e7a-9903-468d64f86eb0|46ba3ee2-a932-4324-af33-a61cc95e97d0|40358000|Не выбран|||Жилой|Исправный|110.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 41, литер А|МКД|78:40:0850604:41|582cae2d-0f65-416e-97f1-a42680c04066|a6a9f830-890b-4321-b402-6c47e13fc70c|40358000|Не выбран|||Жилой|Исправный|202.7000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 5, литер А|МКД|78:40:0850603:16|0d267fc0-5982-4b7b-b2df-9aeb0b79677d|3d01f192-837d-47fb-b8b0-26f61bc5fb70|40358000|Не выбран|||Жилой|Исправный|63.7000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 6, литер А|МКД|78:40:0850608:1008|7e238317-169e-4b81-ba0d-5d51dc56a51b|ce063ca3-fe93-4fad-a488-e0862da0aac4|40358000|Не выбран|||Жилой|Исправный|202.3000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 7, литер А|МКД|78:40:0850603:17|d728744f-dc05-4e58-be37-cad057a14f83|c69403cb-c5da-40a1-83e8-36cefcac3517|40358000|Не выбран|||Жилой|Исправный|118.6000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Пушкинская, д. 9, литер А|МКД|78:40:0850603:19|6489281a-4b97-4535-8aad-346b36946ae2|58c29f4b-39ab-46ee-9448-8c7de4826ae4|40358000|Не выбран|||Жилой|Исправный|50.5000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 11, литер А|МКД|78:40:0851802:139|a25ccb15-ee0a-4075-ac9c-437d02d55668|1db470de-a0b4-4e15-9bd8-e2f47978bf1b|40358000|Не выбран|||Жилой|Исправный|47.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 17, литер А|МКД|78:40:0851802:78|e9587a00-189a-4d5b-90ac-9df81d6403e9|9d20e29d-2ff7-4bc2-a50a-7c7a2ba8877c|40358000|Не выбран|||Жилой|Исправный|159.2000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 19, литер А|МКД|78:40:0851802:118|13ccc7f4-b962-4dcd-a0e9-f7acccc39e60|b4c3ffba-96bf-48f0-a5b4-adbaa7b4df80|40358000|Не выбран|||Жилой|Исправный|46.5000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 21, литер А|МКД|78:40:0851802:79|c33e00d9-468e-41ce-adc3-628a00c340d4|f56fcbb4-98e2-401f-bea4-506f259b2a1f|40358000|Не выбран|||Жилой|Исправный|62.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 23, литер А|МКД|78:40:0851802:89|91282544-bb33-47c6-b421-851261349fcf|6428832b-8213-40e5-b0d5-73385fde583c|40358000|Не выбран|||Жилой|Исправный|79.0000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 25, корп. 2, литер А|МКД|78:40:0851802:105|e33890a8-e9e4-47b1-b3f6-15e9119f9239|60a889e0-935b-4351-8920-968cb285a6b4|40358000|Не выбран|||Жилой|Исправный|443.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 25, корп. 3, литер А|МКД|78:40:0851802:119|c93095fd-cad6-4c0e-be11-79bb418e64e9|1c23859e-8354-43e6-af00-0f3cf6c7cbaa|40358000|Не выбран|||Жилой|Исправный|64.9000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 27, литер А|МКД|78:40:0851802:64|a1e17d0e-0dde-42d3-af0f-620d21e8e48a|20130a5e-f718-428d-a823-2ae55cde68ff|40358000|Не выбран|||Жилой|Исправный|80.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 29, литер А|МКД|78:40:0851802:120|188a750a-cf2a-463c-9df4-7a208563afb8|e658066f-3520-420e-bac7-9ecb97961c7f|40358000|Не выбран|||Жилой|Исправный|70.2000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 31, литер А|МКД|78:40:0851802:80|2837bff4-367a-43ed-a0b1-853b134fffb8|d8e414f2-6f23-49cb-8a8f-dafc9f2f0260|40358000|Не выбран|||Жилой|Исправный|91.1000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 33, литер А|МКД|78:40:0851802:69|dbb9ccb5-5c05-45f2-9375-59303f51fe72|e7e7fab4-5d06-4c62-8422-052f5f4907c6|40358000|Не выбран|||Жилой|Исправный|332.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 35а, литер А|МКД|78:40:0851802:81|9f5e329a-9b5c-4490-a42c-bad1f47e4f6a|dc83a789-230d-4a28-9055-2b7aa7282ade|40358000|Не выбран|||Жилой|Исправный|86.6000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 35, корп. 1, литер А|МКД|78:40:0851802:121|c6e57449-d700-42f1-b1ce-4d3a000d3bb1|7a3f3942-8bff-47f5-a6db-ae6e91c4ff3a|40358000|Не выбран|||Жилой|Исправный|65.2000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 37, литер А|МКД|78:40:0851802:65|5aaf1720-b859-490c-bbf2-15e3f36bf7b8|68771852-67b0-4470-b60b-a26bb020d9cd|40358000|Не выбран|||Жилой|Исправный|127.8000|||0|0|0|0|0|0|0|0|0
198218, Санкт-Петербург г, тер. Сергиево, ул. Рабочая, д. 39, литер А|МКД|78:40:0851802:82|aaea7ceb-02da-4411-8ddb-4bed6028aad2|aa707aa7-7dea-42f0-85dc-1456437e1f7a|40358000|Не выбран|||Жилой|Исправный|96.1000|||0|0|0|0|0|0|0|0|0
