Адрес|Статус|Кадастровый номер|GUID дома|GUID ФИАС|ОКТМО|Способ управления|ОГРН УО|Управляющая организация|Тип дома|Состояние|Общая площадь|Жилая площадь|Дата сноса|Помещений всего|КВ|НЖ|ММ|ОИ|ЛК|ЧКВ|ERR|Квартир с комнатами
190000, Санкт-Петербург г, наб. Реки Фонтанки, д. 32/1, литер А|МКД|78:31:0001283:3015|a15affc9-ff9d-4cc1-84d9-e38e05c6dfe1|63369d54-314b-4cbe-b932-1381a38bac76|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|9510.0000|3735.5||57|44|11|0|2|0|12|0|5
190000, Санкт-Петербург г, наб. Реки Фонтанки, д. 38, литер А|МКД|78:31:0001283:3030|c8505862-7039-4afb-9c96-9e96311956a7|c7c9e19d-715d-4d88-8b8a-b5d60b8d0df6|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|5153.3000|2664.3||44|27|16|0|1|0|13|0|4
190000, Санкт-Петербург г, наб. Реки Фонтанки, д. 38, литер Б|МКД|78:31:0001283:3010|ab447c23-7273-4195-b069-b6a6da3e3f73|15288a7f-af88-45ce-98c3-b1b79ac7feab|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|593.1000|294.6||8|4|4|0|0|0|0|0|0
190000, Санкт-Петербург г, наб. Реки Фонтанки, д. 38, литер Д|МКД|78:31:0001283:3012|f1a46337-38b7-4624-8c5a-6ce0b7a866df|86694f43-d4ca-4de5-ac8f-766d7106d594|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|790.9000|484.6||9|6|3|0|0|0|0|0|0
190000, Санкт-Петербург г, наб. Реки Фонтанки, д. 40/68, литер А|МКД|78:31:0001283:3007|b09558d5-740b-42a5-a098-d9d1e366362d|c0c84444-05a6-4437-920b-2a60095c5525|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|6721.7000|3857.8||69|49|20|0|0|0|14|0|6
190000, Санкт-Петербург г, пер. Басков, д. 1/3, литер А|МКД|78:31:0001280:2004|e14d526b-350b-4611-98e3-d8af43d1acd5|ea33a98b-0944-4436-bb05-5c7114ed7352|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2425.3000|2089.8||32|26|6|0|0|0|30|0|9
190000, Санкт-Петербург г, пер. Басков, д. 2, строение 1|МКД|78:31:0001279:2365|6175bed7-4b1c-4a8f-bb12-e1e14a23d407|1d73e3b2-2456-4a6e-aa06-4366f5cf2123|40910000|ТСЖ|1217800160269|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""РУССКИЙ ДОМ"""|Многоквартирный|Исправный|92236.7000|48522.2||545|395|150|0|0|0|0|0|0
190000, Санкт-Петербург г, пер. Басков, д. 3, литер А|МКД|78:31:0001280:2005|a84c53e9-6837-4d86-8304-bbc1e57e7ac8|2a6a1656-7c4b-4d99-831c-45d1ec167dc0|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1293.4000|1236.5||16|14|2|0|0|0|17|0|5
190000, Санкт-Петербург г, пер. Басков, д. 3, литер Б|МКД|78:31:0001280:2008|f8725e30-4141-4765-ac89-72cf0982af58|092735a2-8892-46a8-80dd-97bacc0aff6a|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1100.5000|786.8||11|7|4|0|0|0|0|0|0
190000, Санкт-Петербург г, пер. Басков, д. 5, литер А|МКД|78:31:0001280:2012|dc77b3a5-6af8-4716-8532-a7c1acef2bae|9ef3bdf7-641f-4322-9ac7-2e0b4c49e0e3|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1382.3000|534.2||14|8|6|0|0|0|2|0|1
190000, Санкт-Петербург г, пер. Манежный, д. 1/4, литер А|МКД|78:31:0001270:15|f7255207-4f76-461c-83de-fdaec6bded6e|0cd5e836-c5b0-4151-ae6d-7d77c1d2a1b4|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|581.5000|519.3||10|8|1|0|0|0|0|1|0
190000, Санкт-Петербург г, пер. Манежный, д. 1/4, литер Б|МКД|78:31:0001270:13|fea5253e-aca9-4a31-a213-bef091b37acc|d275f5db-1668-4254-89ba-93042d91ed92|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1091.7000|698.3||17|11|5|0|0|0|0|1|0
190000, Санкт-Петербург г, пер. Манежный, д. 1/4, литер К|МКД|78:31:0001270:14|3eac3829-9626-45a8-8e38-07a2315bf52a|da6f50c7-54ab-446e-8253-9b99fc8d200c|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|393.1000|199.8||6|5|1|0|0|0|0|0|0
190000, Санкт-Петербург г, пер. Манежный, д. 8, литер А|МКД|78:31:0001271:2009|051e216d-6412-4452-86e9-3bdf29162c41|ec1e85c9-0421-4e48-be79-cde4acd17fd4|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1572.4000|1239.3||16|14|2|0|0|0|2|0|1
190000, Санкт-Петербург г, пр-кт. Литейный, д. 36, литер А|МКД|78:31:0001267:1003|cffe1dad-0d78-4086-890f-04affd6775a7|2696414c-0e7b-4f65-a902-c594dc25cc53|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|6070.3000|2830.7||42|32|10|0|0|0|8|0|2
190000, Санкт-Петербург г, пр-кт. Литейный, д. 37-39, литер А|МКД|78:31:0001266:2018|6afb9518-d9e7-486a-b8bc-100aac84d653|3e8b4b63-9600-4884-88ac-c3f59dbda20d|40910000|УО|1157847417111|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""НАРВСКАЯ"""|Многоквартирный|Исправный|11718.5000|158.7||21|2|19|0|0|0|0|0|0
190000, Санкт-Петербург г, пр-кт. Литейный, д. 40, литер А|МКД|78:31:0001282:2014|f6aa682d-3528-4a62-9798-5df813d8967f|dca904dd-3110-4413-9cad-6174f77de9a7|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|5611.5000|4264.26||67|58|9|0|0|0|44|0|14
190000, Санкт-Петербург г, пр-кт. Литейный, д. 41, литер А|МКД|78:31:0001266:2047|ca5e8d88-4010-4145-8165-4b22ecad7248|5b357a2a-1537-44f1-aeb9-df6cb53da17a|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1714.2000|1490.8||14|11|3|0|0|0|0|0|0
190000, Санкт-Петербург г, пр-кт. Литейный, д. 43, литер А|МКД|78:31:0001266:2043|bdb1214e-002c-4540-a369-201fdebb8947|81c0dc97-5966-4f4f-9b7b-ffac3bde0836|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|6790.5000|5142.3||58|45|11|0|0|0|0|2|0
190000, Санкт-Петербург г, пр-кт. Литейный, д. 45/8, литер А|МКД|78:31:0001266:2521|4fefbbc7-c6b2-4921-a831-28c93e464d95|a83e4722-7f68-4c45-a7b0-c00dcac7d2f2|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|6045.0000|4499.77||64|51|13|0|0|0|25|0|6
190000, Санкт-Петербург г, пр-кт. Литейный, д. 46, литер А|МКД|78:31:0001282:2025|d77ffea0-1548-493a-9ec2-e4320d824641|0fc2f1af-b6ab-48a3-b336-2e121505c160|40910000|ТСЖ|1079847154518|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ  ""ПАЛЕ-РОЯЛЬ, ЛИТЕЙНЫЙ-46"""|Многоквартирный|Исправный|11821.8000|8507.4||102|55|33|0|9|0|1|5|1
190000, Санкт-Петербург г, пр-кт. Литейный, д. 46, литер Б|МКД|78:31:0001282:2650|94cc3fd3-82dc-40fd-b96d-cbeadf9f75d6|3fd6b3e1-c48d-4546-9deb-22d87aa866b0|40910000|ТСЖ|1079847154518|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ  ""ПАЛЕ-РОЯЛЬ, ЛИТЕЙНЫЙ-46"""|Многоквартирный|Исправный|725.5000|||11|4|7|0|0|0|0|0|0
190000, Санкт-Петербург г, пр-кт. Литейный, д. 49, литер А|МКД|78:31:0001283:3310|08d13b4b-ba9c-41df-ab5e-fb758293e049|aec9fa8c-dcb3-45be-8bcd-e26bb7499e92|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|4721.8000|2267.03||29|25|4|0|0|0|41|0|10
190000, Санкт-Петербург г, пр-кт. Литейный, д. 50, литер А|МКД|78:31:0001282:2020|21beb509-a41d-48f3-b3ef-b60510b4f1b8|1320074c-c69c-48bc-a486-1a2fa4e7cf72|40910000|Не выбран|||Многоквартирный|Исправный|4455.4000|||37|12|25|0|0|0|0|0|0
190000, Санкт-Петербург г, пр-кт. Литейный, д. 51, литер А|МКД|78:31:0001283:3019|d6b1281e-c2f9-4a5b-8bf0-a8eaaaa41702|5c8a2533-8907-47d4-87c8-db38c18fd502|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|17494.3000|11386.27||140|121|16|0|0|0|84|3|25
190000, Санкт-Петербург г, пр-кт. Литейный, д. 52, литер А|МКД|78:31:0001282:2026|d5718da6-2f94-41f4-906f-e90cfc72323b|7690ded1-2fa6-4601-93ce-b2bcd5f930d5|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2629.0000|1896||34|27|7|0|0|0|3|0|1
190000, Санкт-Петербург г, пр-кт. Литейный, д. 54, литер А|МКД|78:31:0001282:2027|cbcce7af-a961-4b73-afce-7f765f145fae|03b9d002-cd06-4bb0-a1e5-80cadb501305|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2381.6000|1922.7||27|24|3|0|0|0|4|0|2
190000, Санкт-Петербург г, пр-кт. Литейный, д. 57а, литер А|МКД|78:31:0001283:3039|c86909e6-5078-41de-888e-5e7a414c5a47|4467bf39-e114-405b-b862-8e8229561ca7|40910000|ТСЖ|1037867006836|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ЛИТЕЙНЫЙ, 57"""|Многоквартирный|Исправный|3211.9000|2123.2||18|10|8|0|0|0|0|0|0
190000, Санкт-Петербург г, пр-кт. Литейный, д. 58, литер А|МКД|78:31:0001219:3048|66e5f1f1-b2da-4e01-9b0f-88127d5c9ebb|3f7f5d1f-0d51-4913-9670-453ec5d1277e|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|5154.8000|3621.31||50|41|9|0|0|0|44|0|14
190000, Санкт-Петербург г, пр-кт. Литейный, д. 59, литер А|МКД|78:31:0001283:3038|d0efd9dc-4812-460b-92d3-8b8133278344|e24a4750-9941-469a-bebc-b3afd6f67280|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|7564.1000|5964.4||71|56|14|0|0|0|0|1|0
190000, Санкт-Петербург г, пр-кт. Литейный, д. 60, литер А|МКД|78:31:0001219:3025|27f6198f-8b57-4ae1-80bb-918a56457e48|5a027b14-05cf-4fc7-a2c4-bb262ec38fb3|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|4480.1000|2413.56||48|27|19|0|0|0|25|2|6
190000, Санкт-Петербург г, пр-кт. Литейный, д. 61, литер А|МКД|78:31:0001283:3014|bd1ac032-06b6-419a-ad3e-f01903eb6069|76ca3ba8-b7e0-4c1a-ac5f-0751bcaa19c1|40910000|ТСЖ|1207800163064|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ЛИТЕЙНЫЙ 61"""|Многоквартирный|Исправный|7130.6000|3899.1||80|38|21|0|18|0|0|3|0
190000, Санкт-Петербург г, пр-кт. Литейный, д. 64/78, литер А|МКД|78:31:0001219:3380|82d4bc10-6019-4be2-98bd-b570ab013dd3|afb0aba2-b714-476b-8534-e3f7866a1a7b|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|8907.1000|5506.23||61|38|22|0|1|0|0|0|0
190000, Санкт-Петербург г, пр-кт. Невский, д. 72, литер А|МКД|78:31:0001283:3032|777c7a99-8dd5-4293-9eb6-b51a7425a45b|6c369e0a-6bc3-499f-8c21-829ac47f5e21|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|3473.4000|2688.6||31|22|8|0|1|0|5|0|2
190000, Санкт-Петербург г, пр-кт. Невский, д. 74-76, литер А|МКД|78:31:0001283:3018|9eb73aa7-1f50-4854-bc50-02af13776f67|1908c66f-d8bc-4ce1-8f21-54f1f1589d6f|40910000|ТСЖ|1057813215217|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""НЕВСКАЯ ПЕРСПЕКТИВА"""|Многоквартирный||8018.6000|||82|42|38|0|0|0|0|2|0
190000, Санкт-Петербург г, пр-кт. Невский, д. 74-76, литер Б|МКД|78:31:0001283:3011|9389744b-cee7-4b24-b584-3c832dbfa061|02098760-05cb-4297-96c5-5e980b825818|40910000|ТСЖ|1057813215217|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""НЕВСКАЯ ПЕРСПЕКТИВА"""|Многоквартирный||1424.0000|||31|20|11|0|0|0|0|0|0
190000, Санкт-Петербург г, пр-кт. Невский, д. 74-76, литер Г|МКД|78:31:0001283:3040|db479213-e7ef-4b1d-ae93-2944652244b7|70c5a56b-3c88-4a4c-b241-12d0988c8976|40910000|ТСЖ|1057813215217|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""НЕВСКАЯ ПЕРСПЕКТИВА"""|Многоквартирный||4220.7000|||30|17|13|0|0|0|0|0|0
190000, Санкт-Петербург г, пр-кт. Невский, д. 82, литер А|МКД|78:31:0001219:3011|3f31b5a5-aa84-4877-901f-bd9af480382b|b9b8a780-2059-40ab-baab-ffdaf12e2f35|40910000|ТСЖ|1057811782324|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""НЕВСКИЙ 82"""|Многоквартирный|Исправный|7692.5000|4222.1||99|38|35|0|0|0|8|26|4
190000, Санкт-Петербург г, пр-кт. Невский, д. 82, литер Б|МКД|78:31:0001219:3010|cb87eee4-ef1c-4041-b9b1-a0eaf355280a|262f3cee-fe63-4541-8f87-7a7af65c2f15|40910000|ТСЖ|1057811782324|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""НЕВСКИЙ 82"""|Многоквартирный|Исправный|2622.1000|1966.4||27|16|11|0|0|0|11|0|4
190000, Санкт-Петербург г, пр-кт. Невский, д. 84-86, литер Б|МКД|78:31:0001219:3009|91df7d93-3d6e-462a-affa-9a4068b4d71b|c0a50189-76f5-4c40-97ec-27b40f5cc0b9|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|8050.2000|6705.58||102|93|8|0|1|0|31|0|12
190000, Санкт-Петербург г, пр-кт. Невский, д. 88, литер А|МКД|78:31:0001219:3049|8024b04d-f337-41b1-9b9c-e27bb3f93779|46670f5a-79e1-4647-8316-024e3a22e4d1|40910000|ТСЖ|1089847005434|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""НЕВСКИЙ ПРОСПЕКТ ДОМ №88"""|Многоквартирный|Исправный|18077.3000|13469.1||155|102|53|0|0|0|0|0|0
190000, Санкт-Петербург г, пр-кт. Невский, д. 88, литер Б|МКД|78:31:0001219:3046|c3db732f-0cb7-4189-b835-3180ff906258|83e65551-e9bf-45d6-822e-d23f43a1ce0d|40910000|ТСЖ|1089847005434|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""НЕВСКИЙ ПРОСПЕКТ ДОМ №88"""|Многоквартирный|Исправный|2334.6000|1871.2||34|21|13|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Белинского, д. 11, литер А|МКД|78:31:0001283:3008|26762748-d224-4e2a-a132-a7a514617f86|99bdc880-ed4c-4846-887b-59b7bcc3f368|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|4596.1000|2863.2||48|32|16|0|0|0|16|0|5
190000, Санкт-Петербург г, ул. Белинского, д. 13, литер А|МКД|78:31:0001283:3309|29c69750-3e48-4cb6-98f8-85fde87d5a59|60ac5e7d-4937-4b87-88f1-b7a5d30a707e|40910000|УО|1197847250050|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЭО ""НЕЖИЛОЙ ФОНД"""|Многоквартирный|Исправный|4481.6000|441.2||32|8|24|0|0|0|5|0|1
190000, Санкт-Петербург г, ул. Белинского, д. 3, литер А|МКД|78:31:0001283:3016|a122f714-7a75-4532-b109-0aafe1cf6548|6bdd6b9a-2316-41c3-9ec0-211a4ce38060|40910000|ТСЖ|1079847156124|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""УЛИЦА БЕЛИНСКОГО, ДОМ 3"""|Многоквартирный|Исправный|3131.2000|||42|35|6|0|1|0|0|0|0
190000, Санкт-Петербург г, ул. Белинского, д. 5, литер А|МКД|78:31:0001283:3009|43aa7951-c120-4633-80dc-2b7ddcca1166|7629cec6-ca56-4232-90c7-1edb07818311|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|7788.6000|6434.3||96|92|4|0|0|0|8|0|4
190000, Санкт-Петербург г, ул. Белинского, д. 6, литер А|МКД|78:31:0001266:2520|d944061f-c463-47b4-a912-164ce0c9babd|6fb09632-cf96-4ec4-93d5-e25d067446af|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1977.7000|1331.91||23|16|7|0|0|0|10|0|4
190000, Санкт-Петербург г, ул. Белинского, д. 7, литер А|МКД|78:31:0001283:3041|a5b074b4-b48e-44fa-a15e-5635d3d59e4e|ea751f06-37cb-474b-9ade-e75eccfd62dc|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1421.7000|1275.3||25|22|3|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Белинского, д. 9, литер А|МКД|78:31:0001283:3017|c8a48b74-0a3e-4131-8d16-312fd9c03d99|60d0a8df-5b54-4092-8028-b6097b306137|40910000|ТСЖ|1047855142686|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ ""ДОМ АРХИТЕКТОРА СТАРОВА И.Е."""|Многоквартирный||1700.2000|||14|8|6|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 10, литер А|МКД|78:31:0001282:2013|1ccb79f7-c14c-4303-874c-1d4b7dec05bc|79211447-eab7-47d6-9105-d82e5d7f24c8|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|4772.3000|2873.9||40|28|10|0|0|0|26|2|6
190000, Санкт-Петербург г, ул. Жуковского, д. 11, литер А|МКД|78:31:0001219:3061|d2e335f5-46a9-4449-b362-58e6c3ab032c|c54bfb99-cd8f-4245-b5a2-c2cdef1f60db|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1723.0000|1335.2||17|13|4|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 13, литер А|МКД|78:31:0001219:3054|74938218-c80e-4c45-8728-af3f089d7fe0|6121b827-fc68-4489-be81-b0a0c618481e|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|762.3000|650.7||9|8|1|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 13, литер Б|МКД|78:31:0001219:3064|404a03d1-2ba4-4a2c-bf22-d39301e3ee30|f909d8b9-4219-446a-a360-309cd2f51a67|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1009.9000|896.6||12|10|2|0|0|0|22|0|5
190000, Санкт-Петербург г, ул. Жуковского, д. 15, литер А|МКД|78:31:0001219:3065|03e5d413-2b81-455d-8045-923f16e2c38d|604874f6-7829-4dec-8005-e167e9d46455|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2311.6000|1688.73||30|22|8|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 17, литер А|МКД|78:31:0001219:3056|3ed890af-1015-4cd9-a9be-a0585019eb3e|bddad50a-e97e-4e99-9d1d-7646580b5572|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1317.9000|885.3||14|10|4|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 21, литер Б|МКД|78:31:0001219:3045|0bc649ea-4cbd-4f6d-a2a8-65a726ef9323|f0418d2b-414b-4e7a-97f3-b9c1c56df287|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2266.3000|1830.89||13|11|2|0|0|0|0|0|0
